a,b,c,d,e,f,g,h,i,j,k,l,m,n,class
48, Private,102102, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
22, Private,374116, HS-grad,9, Never-married, Priv-house-serv, Own-child, White, Female,0,0,36, United-States, <=50K
34, State-gov,117503, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, Italy, <=50K
58, Self-emp-not-inc,147653, 10th,6, Married-civ-spouse, Craft-repair, Wife, White, Female,0,1977,35, ?, >50K
45, Private,187969, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Female,0,0,38, United-States, <=50K
46, Private,164733, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,41, United-States, <=50K
38, Private,96185, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,0,32, United-States, <=50K
34, Private,30497, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
65, Private,243569, Some-college,10, Widowed, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
48, Private,34186, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
44, Private,201723, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
41, Self-emp-not-inc,129865, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
61, Private,181219, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1848,40, United-States, >50K
44, Private,96249, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
74, Self-emp-not-inc,43599, HS-grad,9, Widowed, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
41, Private,82778, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K
35, Private,86648, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States, >50K
23, Private,87528, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
35, Private,341643, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,55, United-States, <=50K
46, Private,165937, Assoc-voc,11, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private,214399, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
36, Private,172104, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, India, >50K
25, Self-emp-not-inc,259299, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,50, United-States, >50K
17, Private,208463, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
24, Private,122272, Bachelors,13, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private,34248, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
32, Private,343789, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5013,0,55, United-States, <=50K
50, Local-gov,191025, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,4650,0,70, United-States, <=50K
28, Private,309566, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
59, Private,170148, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
60, Federal-gov,404023, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,10520,0,40, United-States, >50K
68, Self-emp-not-inc,365020, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,134367, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private,33798, 12th,8, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, ?,411560, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private,86332, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,4064,0,55, United-States, <=50K
43, Private,177905, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3908,0,40, United-States, <=50K
27, Private,428030, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
54, Private,215990, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,44, United-States, >50K
33, Private,233107, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,33, Mexico, <=50K
38, Private,139180, Bachelors,13, Divorced, Prof-specialty, Unmarried, Black, Female,15020,0,45, United-States, >50K
26, Private,90915, Assoc-acdm,12, Never-married, Other-service, Own-child, Black, Female,0,0,15, United-States, <=50K
22, Private,359759, Some-college,10, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Philippines, <=50K
78, ?,83511, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Portugal, <=50K
35, Private,24106, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
63, Private,30602, 7th-8th,4, Married-spouse-absent, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
46, Federal-gov,227310, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, Private,145477, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
51, Private,147200, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Private,210534, 5th-6th,3, Separated, Adm-clerical, Other-relative, White, Male,0,0,40, El-Salvador, <=50K
36, Private,180150, 12th,8, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private,258276, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
59, Private,370615, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,60, United-States, <=50K
40, Private,272343, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
32, Private,95885, 11th,7, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,13550,0,60, United-States, >50K
46, ?,148489, HS-grad,9, Married-spouse-absent, ?, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
22, Private,48347, Bachelors,13, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private,185480, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, ?, >50K
40, Private,103789, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,32, United-States, <=50K
63, Private,216413, Bachelors,13, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
18, Private,165532, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
27, Private,228476, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
49, Private,277434, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
47, Private,418961, Assoc-voc,11, Divorced, Sales, Unmarried, Black, Female,0,0,25, United-States, <=50K
30, Private,175083, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,52, United-States, <=50K
36, Private,150601, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, ?, <=50K
19, Private,166153, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
44, Private,235786, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,45, United-States, >50K
61, ?,160625, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,4386,0,15, United-States, >50K
40, Private,320451, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,45, Hong, >50K
22, Private,48347, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc,58972, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
37, Private,190964, HS-grad,9, Separated, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private,305147, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,247695, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
31, Local-gov,224234, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
41, Private,198425, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
40, Private,101593, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
28, Private,137898, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
55, Private,160662, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
20, Private,137300, Assoc-voc,11, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
67, Self-emp-inc,76860, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
27, Private,127833, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc,121124, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, Italy, >50K
49, Private,277946, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
26, State-gov,105787, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private,119793, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Male,10520,0,50, United-States, >50K
38, Private,193026, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,1408,40, ?, <=50K
42, Private,198096, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
23, Private,50953, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private,90934, Bachelors,13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,55, United-States, <=50K
37, Private,183800, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States, >50K
22, ?,165065, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, Italy, <=50K
31, Local-gov,149184, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,97, United-States, >50K
40, Private,97688, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, United-States, >50K
18, Private,137646, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
25, Private,367306, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private,318641, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
31, State-gov,29152, 12th,8, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
37, Private,237995, Assoc-voc,11, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,48, United-States, <=50K
23, ?,302836, Assoc-acdm,12, Married-civ-spouse, ?, Husband, White, Male,0,0,40, El-Salvador, <=50K
38, Private,200220, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,195025, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,32, United-States, <=50K
44, Self-emp-not-inc,103111, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
36, Private,22494, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private,227545, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, >50K
31, Private,133770, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
61, Private,99784, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
25, Private,191782, 11th,7, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
37, Private,184556, Some-college,10, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Private,101265, 12th,8, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, Italy, <=50K
27, Private,47907, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K
32, Private,251243, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
18, Private,20057, 7th-8th,4, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
25, Self-emp-not-inc,113948, Assoc-voc,11, Married-civ-spouse, Other-service, Wife, White, Female,0,0,45, United-States, <=50K
60, Private,159049, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Germany, >50K
21, Private,409230, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
30, ?,159303, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,4, United-States, <=50K
25, Private,195481, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
43, State-gov,78765, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc,420986, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Private,347321, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Federal-gov,244054, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, >50K
18, Private,362600, 5th-6th,3, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private,81654, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
52, Private,95128, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Private,297884, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4064,0,50, United-States, <=50K
30, Private,327112, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,1564,40, United-States, >50K
36, Self-emp-not-inc,280169, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,3456,0,8, United-States, <=50K
45, Private,45857, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,0,0,36, United-States, <=50K
39, Private,163237, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
37, Private,189251, Doctorate,16, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private,115025, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc,199058, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
64, Self-emp-not-inc,73986, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
20, ?,145917, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,15, United-States, <=50K
40, Private,32214, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,187336, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private,275446, HS-grad,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
20, Private,260199, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
28, Private,158737, 12th,8, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Male,0,0,40, Ecuador, <=50K
